market,funding_total_usd,region,city,funding_rounds,Founding_year,first_funding_year,last_funding_year,first_funding_gap,last_funding_gap,first_last_funding_gap,success
326,38805883,43,304,6,2000,2005,2014,5,14,9,1
29,7410000,104,449,1,1996,2007,2007,11,11,0,0
29,70000000,135,561,2,1990,2012,2013,22,23,1,1
29,7300000,9,187,2,2000,2006,2008,6,8,2,0
29,3185000,116,134,1,0,2014,2014,0,0,0,0
29,172264126,123,497,8,1997,2005,2011,8,14,6,0
29,0,135,561,1,0,2007,2007,0,0,0,0
47,5000000,112,682,1,2011,2014,2014,3,3,0,0
29,10000000,131,610,1,2000,2007,2007,7,7,0,1
29,3978000,87,372,4,2002,2007,2011,5,9,4,1
29,13313329,17,701,1,0,2009,2009,0,0,0,1
148,73000000,131,87,4,2002,2004,2009,2,7,5,1
363,167500000,9,34,2,1996,2011,2012,15,16,1,0
29,4128000,91,405,2,2012,2013,2014,1,2,1,0
286,5250000,118,499,2,0,2005,2009,0,0,4,1
50,209999,131,486,1,2011,2012,2012,1,1,0,1
210,0,131,486,2,2000,2005,2006,5,6,1,1
282,8900000,79,583,2,2012,2013,2014,1,2,1,0
145,130000,58,106,1,2004,2007,2007,3,3,0,1
79,13300000,131,432,2,2002,2003,2004,1,2,1,0
217,6333407,131,624,2,2010,2011,2013,1,3,2,1
8,13800000,131,530,2,0,2007,2008,0,0,1,1
79,0,17,88,1,2007,2007,2007,0,0,0,0
208,8000000,131,573,1,2003,2009,2009,6,6,0,1
346,345000,11,38,1,2008,2010,2010,2,2,0,0
301,250000,131,569,1,2010,2010,2010,0,0,0,0
3,0,131,569,1,2008,2007,2007,-1,-1,0,0
1,28500000,131,569,4,2008,2008,2013,0,5,5,1
288,28200000,11,38,3,2005,2007,2012,2,7,5,1
279,2700000,104,449,9,0,2010,2012,0,0,2,0
8,2500000,11,38,2,2010,2010,2011,0,1,1,1
316,28000000,17,0,3,2006,2006,2009,0,3,3,1
137,5926462,140,52,2,2004,2009,2009,5,5,0,0
49,10000000,131,580,1,2006,2009,2009,3,3,0,1
168,7000000,61,288,1,0,2005,2005,0,0,0,1
364,0,79,362,1,2011,2013,2013,2,2,0,1
146,0,40,23,1,2006,2012,2012,6,6,0,0
302,6600000,104,449,5,2008,2010,2012,2,4,2,1
363,27300000,104,449,7,2005,2006,2012,1,7,6,1
210,12931223,131,569,2,2007,2010,2010,3,3,0,0
79,500000,79,583,1,2012,2012,2012,0,0,0,1
192,1000000,131,569,1,0,2010,2010,0,0,0,1
31,15500000,131,53,3,2005,2007,2009,2,4,2,1
210,0,137,202,1,2009,2009,2009,0,0,0,0
146,5000000,93,416,2,2009,2010,2010,1,1,0,0
130,51050000,131,569,4,2010,2009,2011,-1,1,2,1
117,50000000,131,588,1,0,2007,2007,0,0,0,0
226,1310000,131,569,1,2006,2010,2010,4,4,0,0
363,13400000,131,166,1,2002,2005,2005,3,3,0,1
309,8605192,60,286,4,2006,2006,2010,0,4,4,0
264,4000000,131,432,1,2002,2005,2005,3,3,0,0
363,221000000,131,570,7,1998,1998,2010,0,12,12,1
162,0,140,593,1,2011,2011,2011,0,0,0,0
284,20350000,17,99,4,2008,2008,2012,0,4,4,1
1,50100000,131,166,4,2007,2008,2012,1,5,4,1
79,1500000,91,405,1,2012,2013,2013,1,1,0,1
1,11500000,131,570,1,2004,2005,2005,1,1,0,1
115,23400000,17,636,2,2005,2005,2006,0,1,1,1
76,0,30,436,1,2003,2013,2013,10,10,0,0
210,6000000,131,573,1,1990,2007,2007,17,17,0,0
79,15000000,131,573,2,0,2007,2008,0,0,1,1
210,27028546,17,95,3,1999,2005,2010,6,11,5,1
309,10000000,131,569,1,2011,2011,2011,0,0,0,1
102,3164047,93,198,3,2002,2011,2013,9,11,2,1
79,59000,11,38,2,2010,2011,2011,1,1,0,0
346,16000000,17,79,1,2009,2010,2010,1,1,0,1
301,5000000,131,569,1,2009,2010,2010,1,1,0,0
35,3400000,117,634,2,2010,2013,2014,3,4,1,0
148,17750000,118,499,4,1999,2003,2012,4,13,9,1
81,11000000,67,537,3,2003,2005,2014,2,11,9,0
185,2350000,131,569,2,0,2012,2012,0,0,0,1
79,500000,131,569,1,2007,2009,2009,2,2,0,1
79,100000,79,679,1,0,2007,2007,0,0,0,0
88,350000,22,367,1,2009,2009,2009,0,0,0,0
49,4900000,116,57,2,2000,2002,2008,2,8,6,1
349,10000000,104,449,1,2001,2005,2005,4,4,0,1
154,1500000,131,432,1,0,2007,2007,0,0,0,1
128,0,104,449,1,2013,2014,2014,1,1,0,0
29,2000000,17,99,1,2007,2010,2010,3,3,0,1
309,457048,17,74,1,2004,2014,2014,10,10,0,0
79,0,22,367,1,2007,2007,2007,0,0,0,0
9,13514000,13,152,4,2005,2009,2012,4,7,3,1
370,81299969,118,594,6,2004,2007,2012,3,8,5,1
301,0,104,449,1,2008,2008,2008,0,0,0,0
0,69000000,30,139,2,2007,2011,2012,4,5,1,1
208,2000000,104,449,1,2011,2012,2012,1,1,0,1
224,49000000,131,569,3,2010,2010,2012,0,2,2,1
171,4380000,109,578,2,2009,2014,2014,5,5,0,0
294,0,131,486,1,2007,2007,2007,0,0,0,1
286,31000000,137,107,4,2004,2006,2009,2,5,3,1
1,3500000,131,569,3,2011,2011,2012,0,1,1,1
286,20000000,11,38,2,2005,2007,2010,2,5,3,1
214,17363449,131,569,4,2011,2011,2013,0,2,2,0
146,35301007,93,506,5,2005,2007,2011,2,6,4,1
309,13000000,30,139,1,2002,2006,2006,4,4,0,1
309,6500000,131,531,1,2000,2006,2006,6,6,0,1
126,50000,104,378,1,0,2013,2013,0,0,0,0
79,20000000,131,569,2,2011,2012,2013,1,2,1,1
50,0,159,28,1,2010,2013,2013,3,3,0,1
126,2094920,131,94,4,2007,2007,2009,0,2,2,1
79,950000,38,177,1,2011,2011,2011,0,0,0,1
362,850000,137,107,2,2006,2007,2008,1,2,1,0
1,40242738,131,569,6,2006,2006,2014,0,8,8,1
364,0,131,486,1,2007,2007,2007,0,0,0,0
368,283000000,91,405,1,1997,2007,2007,10,10,0,1
309,14000000,110,329,1,2002,2007,2007,5,5,0,1
137,4340000,131,569,3,2008,2008,2010,0,2,2,1
145,20000000,30,346,1,1999,2005,2005,6,6,0,1
219,0,36,167,1,1995,1998,1998,3,3,0,1
240,2574556,104,89,1,2010,2012,2012,2,2,0,0
124,2700000,131,573,1,2007,2008,2008,1,1,0,0
309,27000000,131,580,3,2000,2005,2007,5,7,2,1
264,2154000,131,570,3,2006,2009,2010,3,4,1,1
284,400000,38,177,1,2002,2006,2006,4,4,0,0
222,51000000,30,139,1,1996,2014,2014,18,18,0,1
79,0,131,569,1,2008,2008,2008,0,0,0,0
115,1400000,153,669,1,0,2013,2013,0,0,0,1
210,7240000,140,593,4,2007,2010,2011,3,4,1,0
1,125000,118,499,2,2009,2008,2010,-1,1,2,0
102,1000000,131,432,1,2011,2012,2012,1,1,0,1
309,6000000,11,38,1,2001,2005,2005,4,4,0,1
102,240000,78,686,1,2010,2010,2010,0,0,0,1
210,19900000,131,432,3,2008,2009,2011,1,3,2,1
79,0,104,449,1,2009,2009,2009,0,0,0,1
79,450000,59,475,2,2011,2011,2011,0,0,0,0
1,550000,131,486,1,2010,2010,2010,0,0,0,0
102,1200000,131,569,1,0,2012,2012,0,0,0,1
49,1500000,116,181,1,2009,2010,2010,1,1,0,0
1,0,104,449,1,1995,2000,2000,5,5,0,0
1,7300000,79,583,2,2009,2010,2011,1,2,1,1
128,5000000,131,569,1,2002,2014,2014,12,12,0,0
309,4000000,131,569,1,1985,2005,2005,20,20,0,1
1,24030000,131,486,3,2008,2008,2012,0,4,4,1
102,700000,131,486,1,2011,2011,2011,0,0,0,0
202,450000,123,189,1,2011,2012,2012,1,1,0,0
142,36962500,104,449,6,2009,2009,2011,0,2,2,1
79,1200000,79,385,1,2006,2006,2006,0,0,0,0
331,0,104,449,1,0,2006,2006,0,0,0,1
210,12000000,38,177,2,2007,2007,2007,0,0,0,0
126,10000000,17,701,2,1999,2008,2010,9,11,2,1
266,1000000,131,569,2,2011,2011,2012,0,1,1,1
96,0,131,569,1,2004,2008,2008,4,4,0,0
301,14500000,17,74,2,2001,2004,2006,3,5,2,1
126,15000000,61,288,1,0,2010,2010,0,0,0,0
215,2000000,30,139,1,1998,2011,2011,13,13,0,1
145,10000000,131,570,1,2004,2009,2009,5,5,0,0
137,3000000,79,97,1,0,2008,2008,0,0,0,0
29,64016800,131,570,6,0,2009,2012,0,0,3,0
210,0,131,569,1,0,2011,2011,0,0,0,1
145,9856183,11,38,2,2010,2011,2012,1,2,1,1
309,19307221,105,108,1,0,2009,2009,0,0,0,1
126,0,131,569,3,2006,2006,2009,0,3,3,1
185,1000000,30,139,1,2011,2012,2012,1,1,0,0
146,59463635,137,321,10,2006,2007,2014,1,8,7,0
29,19800000,131,530,4,2004,2009,2011,5,7,2,1
105,3000000,79,623,1,2009,2011,2011,2,2,0,0
29,1950000,6,299,2,2005,2009,2012,4,7,3,1
29,10794877,17,287,1,1995,2010,2010,15,15,0,1
115,0,131,570,1,2006,2007,2007,1,1,0,1
247,92000000,140,593,4,2006,2007,2010,1,4,3,1
29,6211154,116,182,2,2010,2012,2013,2,3,1,1
25,2150000,131,432,3,2009,2010,2012,1,3,2,1
309,8000000,17,99,1,2002,2006,2006,4,4,0,1
146,60369484,140,593,3,0,2009,2011,0,0,2,1
47,135000000,61,288,1,0,2014,2014,0,0,0,0
363,54300000,17,99,3,1986,2006,2009,20,23,3,1
250,0,104,449,1,2013,2013,2013,0,0,0,1
363,16100000,17,386,2,2003,2005,2007,2,4,2,1
371,0,17,99,1,2011,2012,2012,1,1,0,1
148,6618000,105,553,1,1999,2010,2010,11,11,0,1
145,34000000,131,624,3,1999,2005,2009,6,10,4,1
29,2750,164,102,1,1992,2014,2014,22,22,0,0
179,2064000,131,569,2,2012,2012,2014,0,2,2,0
247,3270326,51,690,1,2002,2014,2014,12,12,0,0
126,5100000,135,561,1,0,2014,2014,0,0,0,0
283,1000000,104,449,1,2012,2012,2012,0,0,0,0
102,1100000,104,695,2,2011,2011,2013,0,2,2,0
1,0,140,593,1,2010,2010,2010,0,0,0,1
286,0,136,563,1,2011,2013,2013,2,2,0,1
47,5000000,131,569,1,2005,2008,2008,3,3,0,0
29,54872388,17,386,5,1990,2009,2014,19,24,5,0
205,121211872,9,34,4,2001,2009,2010,8,9,1,1
29,22000000,131,624,1,2003,2008,2008,5,5,0,0
210,0,131,432,1,2009,2009,2009,0,0,0,1
19,3000000,140,593,1,1999,2007,2007,8,8,0,1
79,0,131,569,2,2009,2009,2010,0,1,1,1
102,10000000,131,569,2,0,2011,2012,0,0,1,1
373,2030882,17,74,3,2008,2010,2011,2,3,1,1
148,3750,117,592,2,0,2005,2010,0,0,5,1
309,2600000,131,580,3,2012,2012,2013,0,1,1,1
224,27000000,31,141,1,1999,2011,2011,12,12,0,1
146,0,131,569,1,2012,2012,2012,0,0,0,0
17,150000,79,489,1,2011,2012,2012,1,1,0,0
106,23519998,131,573,4,2007,2007,2013,0,6,6,0
124,1230000,30,436,1,2009,2012,2012,3,3,0,1
210,130000,131,569,1,2008,2008,2008,0,0,0,0
20,10850000,131,94,4,2008,2009,2011,1,3,2,0
41,350000,104,449,1,2008,2008,2008,0,0,0,1
210,18799999,131,101,3,2004,2005,2009,1,5,4,1
154,1200000,104,449,1,0,2012,2012,0,0,0,0
126,25320000,104,449,3,1999,2003,2007,4,8,4,1
286,11524995,131,486,2,0,2014,2014,0,0,0,0
309,15000000,131,570,1,2003,2006,2006,3,3,0,1
309,32999997,131,432,3,2001,2005,2009,4,8,4,1
137,3100000,131,569,2,2006,2006,2007,0,1,1,1
268,4500000,79,277,1,0,2007,2007,0,0,0,0
29,100889503,131,610,7,2003,2006,2014,3,11,8,0
29,15100000,91,157,1,0,2013,2013,0,0,0,0
210,9300000,131,569,2,2008,2010,2011,2,3,1,1
254,15500000,131,569,2,2009,2009,2011,0,2,2,1
121,16350000,131,569,3,2007,2007,2010,0,3,3,1
154,15000000,131,569,2,2012,2013,2014,1,2,1,1
29,3000000,87,372,1,0,2007,2007,0,0,0,0
145,8500000,105,197,2,2004,2005,2006,1,2,1,0
115,17000000,11,175,2,2000,2005,2009,5,9,4,1
227,150000000,78,510,1,0,2014,2014,0,0,0,0
289,2000000,131,570,1,2004,2008,2008,4,4,0,1
29,85249999,131,580,6,2001,2006,2010,5,9,4,1
29,3338485,87,372,2,0,2010,2014,0,0,4,1
73,26000000,131,570,3,2005,2005,2008,0,3,3,1
79,1185000,131,573,1,2002,2009,2009,7,7,0,1
79,10400000,131,398,5,2006,2007,2011,1,5,4,0
238,1000000,131,624,1,1999,2013,2013,14,14,0,1
289,20000000,131,530,1,1999,2005,2005,6,6,0,1
309,15050000,17,666,2,2000,2005,2006,5,6,1,1
131,25000,138,579,1,2009,2009,2009,0,0,0,0
210,500000,104,449,1,2008,2008,2008,0,0,0,0
146,20000000,36,167,1,0,2010,2010,0,0,0,0
286,16000000,131,101,2,2000,2005,2011,5,11,6,1
309,5040000,131,530,1,1982,2005,2005,23,23,0,1
29,25000000,116,376,2,2002,2012,2012,10,10,0,1
29,77700000,116,376,2,0,2007,2007,0,0,0,1
210,8360000,140,593,3,2004,2006,2010,2,6,4,1
29,39500000,137,567,2,0,2007,2010,0,0,3,1
363,456225,3,160,3,0,2009,2011,0,0,2,0
264,2600000,57,239,1,2002,2006,2006,4,4,0,0
210,170000,79,596,1,2009,2012,2012,3,3,0,0
309,19000000,17,95,2,2003,2007,2012,4,9,5,0
145,4940000,131,101,2,2005,2005,2007,0,2,2,1
115,7210210,131,570,4,2004,2008,2012,4,8,4,1
309,4500000,137,567,1,2001,2005,2005,4,4,0,0
309,1100000,131,432,2,0,2009,2009,0,0,0,1
105,1300000,104,449,1,2010,2012,2012,2,2,0,1
195,14500000,11,38,2,2006,2008,2008,2,2,0,1
155,48000000,101,84,6,2007,2007,2014,0,7,7,1
79,6084516,110,479,2,1999,2009,2011,10,12,2,1
275,1600000,28,127,1,2005,2013,2013,8,8,0,0
29,100000,116,521,1,0,2006,2006,0,0,0,0
73,500000,9,13,1,2009,2009,2009,0,0,0,0
29,201000,123,125,1,2010,2011,2011,1,1,0,1
210,1000000,131,573,1,2010,2011,2011,1,1,0,0
312,47000000,131,486,4,2007,2008,2013,1,6,5,1
73,100000,131,486,1,2011,2011,2011,0,0,0,0
29,24520000,28,127,2,0,2010,2013,0,0,3,1
137,1000000,112,682,1,2007,2007,2007,0,0,0,1
289,22487000,79,203,3,2006,2006,2008,0,2,2,1
210,2556850,92,260,4,2006,2008,2011,2,5,3,0
29,1367369,79,142,2,1993,2009,2010,16,17,1,0
289,0,131,413,1,1985,1986,1986,1,1,0,0
289,4000000,131,570,1,2007,2008,2008,1,1,0,1
250,0,131,569,1,2007,2008,2008,1,1,0,1
115,250000,131,569,1,2011,2011,2011,0,0,0,0
210,2565000,131,569,2,2009,2009,2010,0,1,1,1
210,15000,90,397,1,2011,2011,2011,0,0,0,0
325,4500000,91,405,1,2011,2012,2012,1,1,0,1
309,165000,140,593,1,2011,2011,2011,0,0,0,0
63,21639640,36,1,6,2006,2006,2011,0,5,5,0
363,5520000,78,121,1,2001,2006,2006,5,5,0,1
289,24150000,5,59,3,2004,2005,2007,1,3,2,1
137,3000000,109,357,2,2010,2010,2010,0,0,0,1
188,30000,148,618,2,2010,2010,2010,0,0,0,0
286,141535713,131,570,8,2000,2001,2007,1,7,6,0
145,17797546,131,580,3,2002,2006,2010,4,8,4,1
305,0,131,569,1,2008,2008,2008,0,0,0,1
146,74000000,105,632,3,0,2009,2011,0,0,2,1
210,0,131,569,1,2012,2013,2013,1,1,0,1
312,10000000,131,569,1,2005,2007,2007,2,2,0,1
317,6600000,131,432,2,0,2011,2012,0,0,1,0
309,11500000,131,569,2,0,2005,2006,0,0,1,0
284,1000000,136,563,1,2008,2010,2010,2,2,0,0
1,250000,79,679,1,2010,2010,2010,0,0,0,0
79,422500,108,633,3,2005,2008,2010,3,5,2,1
29,122000000,17,133,5,2009,2011,2014,2,5,3,1
102,6515643,105,488,1,1982,2009,2009,27,27,0,1
215,34100000,131,574,3,2004,2005,2010,1,6,5,1
29,50912000,6,10,2,0,2009,2009,0,0,0,1
29,275000,38,37,1,2006,2011,2011,5,5,0,0
8,1500000,131,432,1,2011,2011,2011,0,0,0,1
102,14219390,140,593,3,2007,2011,2013,4,6,2,0
241,19000000,104,449,2,1999,2000,2000,1,1,0,1
305,0,56,264,1,0,2009,2009,0,0,0,0
45,15000,149,638,1,2009,2011,2011,2,2,0,0
47,0,17,465,1,1980,1987,1987,7,7,0,0
47,19600000,121,513,1,0,2012,2012,0,0,0,0
119,5300,90,397,1,2013,2013,2013,0,0,0,0
115,4000000,159,621,1,0,2008,2008,0,0,0,1
309,1100000,104,449,1,0,2005,2005,0,0,0,1
363,6000000,140,654,1,0,2009,2009,0,0,0,1
115,14200000,131,432,1,2002,2006,2006,4,4,0,1
309,3800000,17,95,2,1999,2005,2009,6,10,4,1
1,1776763,34,154,2,2006,2006,2009,0,3,3,1
309,730000,17,392,1,0,2010,2010,0,0,0,0
104,29000000,131,432,2,2004,2006,2007,2,3,1,1
171,5700000000,140,319,4,2003,2008,2013,5,10,5,1
79,2000000,131,432,2,2008,2010,2011,2,3,1,1
277,3600000,140,593,4,0,2005,2007,0,0,2,1
148,850002,34,154,2,2003,2007,2010,4,7,3,0
115,11500000,131,569,2,1999,2008,2008,9,9,0,1
284,32500000,104,449,5,2006,2006,2011,0,5,5,1
285,3000000,116,156,1,2006,2009,2009,3,3,0,1
346,19000000,79,362,2,2009,2009,2010,0,1,1,1
286,20000,131,569,1,2007,2007,2007,0,0,0,1
309,6000000,131,564,1,2005,2006,2006,1,1,0,1
309,56710000,17,74,3,1999,2007,2012,8,13,5,1
296,0,140,52,1,2011,2011,2011,0,0,0,1
250,100000,104,449,1,2003,2009,2009,6,6,0,1
79,1510017,131,569,2,2007,2011,2011,4,4,0,0
284,840000,116,493,1,0,2012,2012,0,0,0,0
309,10000000,159,659,1,1997,2005,2005,8,8,0,1
286,2000000,6,452,1,2010,2013,2013,3,3,0,0
52,11000000,131,166,1,2008,2010,2010,2,2,0,1
115,18250000,17,74,8,2008,2008,2013,0,5,5,1
115,9915000,9,456,2,2001,2008,2009,7,8,1,1
115,3000000,17,666,1,0,2011,2011,0,0,0,1
224,2750000,131,569,2,2009,2009,2010,0,1,1,1
309,5300000,131,432,2,2007,2009,2012,2,5,3,1
282,14000000,131,569,2,2006,2011,2013,5,7,2,1
363,25000000,131,624,2,2000,2005,2007,5,7,2,1
210,0,38,177,1,0,2008,2008,0,0,0,0
115,4415653,131,580,2,2011,2012,2013,1,2,1,1
52,3532577,131,580,1,2009,2012,2012,3,3,0,1
210,8800000,131,432,2,2010,2011,2012,1,2,1,1
264,11000000,78,703,1,2001,2005,2005,4,4,0,1
321,20000,104,89,1,2010,2011,2011,1,1,0,0
309,430000,6,299,1,0,2007,2007,0,0,0,0
49,54250000,131,569,8,2006,2006,2014,0,8,8,0
210,0,131,569,1,0,2011,2011,0,0,0,1
137,0,131,486,2,2007,2012,2013,5,6,1,0
309,600000,131,233,1,2008,2008,2008,0,0,0,0
29,10050000,93,559,2,0,2009,2012,0,0,3,1
47,90000,79,277,1,0,2009,2009,0,0,0,0
309,42000000,61,288,1,1984,2007,2007,23,23,0,1
47,13350000,28,127,2,0,2008,2009,0,0,1,1
29,26320000,131,486,2,2000,2007,2009,7,9,2,1
309,86000000,120,512,2,2004,2010,2012,6,8,2,0
309,2800000,131,101,1,0,2014,2014,0,0,0,0
79,110000,17,99,3,2011,2011,2012,0,1,1,0
362,1000000,125,253,1,2006,2011,2011,5,5,0,0
363,0,131,569,1,2011,2011,2011,0,0,0,1
309,6500000,131,570,1,2004,2005,2005,1,1,0,1
148,11020000,159,58,2,0,2006,2011,0,0,5,1
50,4194000,137,567,2,2006,2007,2012,1,6,5,1
224,1130000,159,544,7,2012,2012,2014,0,2,2,1
239,11200000,131,530,2,2003,2006,2007,3,4,1,1
8,11700000,135,183,1,1994,2005,2005,11,11,0,0
102,25000,104,449,1,2010,2011,2011,1,1,0,0
145,3000000,159,249,1,2000,2007,2007,7,7,0,1
1,10150000,104,449,3,2009,2009,2011,0,2,2,1
148,150000,72,310,2,0,2011,2012,0,0,1,0
301,1400000,131,569,2,2009,2009,2011,0,2,2,1
115,1500000,131,565,1,2010,2014,2014,4,4,0,0
115,6500000,38,90,1,2001,2006,2006,5,5,0,1
115,12000000,131,87,3,1999,2005,2014,6,15,9,1
54,2350000,17,74,2,2011,2011,2012,0,1,1,1
79,2000000,161,697,1,0,2007,2007,0,0,0,0
117,0,79,61,1,2011,2014,2014,3,3,0,0
8,15324624,38,76,6,2005,2006,2012,1,7,6,1
102,50000,131,486,2,2010,2010,2011,0,1,1,0
224,2244500,79,362,2,0,2007,2008,0,0,1,0
105,320000,140,52,3,2011,2012,2014,1,3,2,0
182,225000,125,536,1,2008,2008,2008,0,0,0,0
1,6201649,11,38,2,2009,2010,2011,1,2,1,1
263,41000000,131,486,2,2010,2010,2011,0,1,1,0
24,1300000,104,449,1,2010,2012,2012,2,2,0,0
15,1000000,120,512,1,2005,2011,2011,6,6,0,1
363,29000000,17,666,2,2000,2005,2006,5,6,1,1
137,8000000,131,398,1,1998,2005,2005,7,7,0,0
115,5191392,118,499,3,2000,2009,2010,9,10,1,1
137,3471222,104,449,6,2007,2009,2013,2,6,4,1
264,0,9,34,1,2000,2003,2003,3,3,0,1
309,15600000,109,578,2,0,2006,2007,0,0,1,0
145,15112330,131,531,7,1981,2009,2013,28,32,4,0
301,22500,11,38,1,0,2013,2013,0,0,0,0
8,125000,105,403,1,2012,2013,2013,1,1,0,0
309,2000000,131,569,1,2012,2013,2013,1,1,0,0
309,3802024,66,296,4,2007,2007,2013,0,6,6,1
1,33000000,17,74,4,2000,2000,2007,0,7,7,1
126,12530000,30,139,3,2005,2006,2011,1,6,5,1
309,1250000,118,499,1,0,2011,2011,0,0,0,1
47,525000,131,569,1,2012,2014,2014,2,2,0,0
360,14650003,131,573,3,2002,2002,2012,0,10,10,1
29,1800000,148,628,1,2069,2011,2011,-58,-58,0,0
245,7200000,131,432,2,2012,2012,2013,0,1,1,1
309,2500000,30,657,1,0,2006,2006,0,0,0,1
336,291754092,140,528,2,1993,2009,2010,16,17,1,1
309,3000000,140,319,2,2012,2012,2014,0,2,2,0
219,8500000,17,99,2,0,2007,2009,0,0,2,1
63,15000,131,486,1,2012,2007,2007,-5,-5,0,0
257,500000,104,449,1,2011,2011,2011,0,0,0,0
301,200000,131,530,1,2006,2007,2007,1,1,0,0
47,12700000,144,275,1,0,2008,2008,0,0,0,1
309,27250000,131,624,3,0,2006,2008,0,0,2,1
115,3000000,11,38,1,2007,2009,2009,2,2,0,0
309,3325000,135,434,4,2007,2010,2014,3,7,4,0
309,500000,131,569,1,2009,2011,2011,2,2,0,1
309,4795519,80,364,2,0,2010,2011,0,0,1,0
1,5000000,138,656,3,2011,2010,2012,-1,1,2,1
63,46400000,131,413,3,2003,2005,2009,2,6,4,0
47,33048483,136,563,4,2008,2009,2012,1,4,3,1
1,7000000,131,569,1,2005,2007,2007,2,2,0,1
29,48350000,17,74,3,0,2010,2012,0,0,2,0
148,5000000,91,406,1,0,2010,2010,0,0,0,1
79,40600000,83,558,4,2011,2011,2014,0,3,3,0
44,3000000,9,13,1,2005,2012,2012,7,7,0,1
145,9000000,131,530,1,2000,2006,2006,6,6,0,1
282,250000,131,398,1,2007,2007,2007,0,0,0,0
174,992250,98,18,3,2011,2012,2013,1,2,1,1
1,63500000,104,449,5,2000,2004,2011,4,11,7,0
126,15000,101,439,1,2012,2012,2012,0,0,0,1
309,1125000,115,402,1,2011,2012,2012,1,1,0,0
261,485000,132,543,1,2012,2013,2013,1,1,0,0
309,10000000,131,580,1,0,2012,2012,0,0,0,1
286,8247532,9,34,5,2008,2009,2014,1,6,5,0
109,0,79,362,1,2011,2012,2012,1,1,0,0
29,26900333,93,380,3,2009,2013,2014,4,5,1,0
236,5000000,79,583,2,2009,2009,2013,0,4,4,1
154,75000,30,139,1,0,2011,2011,0,0,0,0
154,0,104,449,1,2008,2008,2008,0,0,0,1
249,28100000,131,569,3,2006,2007,2011,1,5,4,1
8,71426633,38,359,4,2002,2006,2009,4,7,3,1
190,4899605,131,569,3,2010,2012,2013,2,3,1,1
309,4901574,17,386,3,0,2010,2012,0,0,2,1
115,4100000,11,38,2,2010,2011,2012,1,2,1,1
309,12700000,17,344,1,2000,2005,2005,5,5,0,1
178,0,131,624,1,2007,2007,2007,0,0,0,0
29,13432029,116,231,3,0,2010,2012,0,0,2,0
8,91000000,131,573,2,1999,2006,2008,7,9,2,1
309,6000000,140,593,2,2008,2009,2011,1,3,2,0
115,2000000,79,362,1,1997,2009,2009,12,12,0,1
146,5685000,131,624,2,0,2008,2010,0,0,2,0
286,20404494,11,38,5,2007,2007,2012,0,5,5,1
363,0,36,167,1,0,2011,2011,0,0,0,1
29,1250000,38,90,1,0,2010,2010,0,0,0,1
210,3000000,131,486,3,2008,2009,2012,1,4,3,1
8,3370000,78,273,2,1997,2008,2010,11,13,2,1
115,11400000,104,449,4,2006,2005,2012,-1,6,7,0
370,0,131,486,1,2010,2011,2011,1,1,0,0
146,60000,159,138,1,2009,2010,2010,1,1,0,0
29,23000000,131,565,1,0,2007,2007,0,0,0,1
144,162000000,131,624,2,2001,2005,2006,4,5,1,1
146,10000006,131,570,1,0,2009,2009,0,0,0,1
326,30000000,92,414,1,2012,2014,2014,2,2,0,0
102,175000,92,328,1,2008,2009,2009,1,1,0,0
309,36000000,131,624,4,2008,2008,2011,0,3,3,1
301,1500000,131,569,1,2012,2012,2012,0,0,0,1
341,1100000,131,569,1,2009,2009,2009,0,0,0,1
309,2000000,131,468,1,2009,2009,2009,0,0,0,0
286,9500000,104,449,1,2001,2005,2005,4,4,0,1
69,16000000,137,567,2,2006,2007,2008,1,2,1,1
120,1000000,11,38,1,2007,2009,2009,2,2,0,1
234,22000000,131,569,1,2002,2008,2008,6,6,0,1
294,5800000,140,593,1,2013,2013,2013,0,0,0,1
232,29557587,140,593,8,2005,2005,2012,0,7,7,0
47,27680000,104,449,2,2000,2007,2009,7,9,2,1
79,9000000,79,489,2,2002,2008,2010,6,8,2,1
210,6000000,17,99,2,2011,2011,2012,0,1,1,1
264,0,79,583,1,2007,2008,2008,1,1,0,0
90,2300000,131,569,2,2011,2011,2012,0,1,1,1
286,7000000,36,1,2,2001,2007,2009,6,8,2,1
309,1000000,55,311,2,2008,2009,2010,1,2,1,0
79,58800000,104,449,1,2004,2010,2010,6,6,0,1
29,146600003,131,610,4,2002,2010,2013,8,11,3,1
363,24500000,131,624,3,2002,2006,2009,4,7,3,1
63,11000000,59,595,2,2001,2007,2009,6,8,2,0
309,0,131,569,1,2010,2010,2010,0,0,0,1
309,25000,118,499,1,2008,2008,2008,0,0,0,0
286,24500000,17,79,2,2000,2007,2008,7,8,1,1
198,13020000,131,413,2,1995,2005,2009,10,14,4,1
289,13205000,131,432,2,2003,2008,2010,5,7,2,1
64,200000,104,449,2,2012,2013,2013,1,1,0,0
299,6500000,131,569,1,2009,2011,2011,2,2,0,1
301,1000000,131,361,1,0,2007,2007,0,0,0,0
309,6000000,131,569,1,2007,2010,2010,3,3,0,1
66,1300000,120,512,1,2009,2011,2011,2,2,0,1
224,880000,101,439,3,2012,2011,2013,-1,1,2,0
102,5126000,148,628,3,2009,2011,2012,2,3,1,1
324,40000,92,263,1,2011,2011,2011,0,0,0,0
312,0,131,624,1,2009,2009,2009,0,0,0,0
336,1740000,131,569,4,2010,2010,2011,0,1,1,0
